ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,da
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,nu
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Încearcă să întrebi din nou mai tarziu
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Categoric
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Desigur că nu
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Sigur
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Nu
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,De ce nu?
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Nu aș paria pe asta
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Pariezi!
ro-ro,Crystal-Ball-Mycroft-Skill.random.answer,Nu vă țineți respirația
ro-ro,Number-Guess-Mycroft-Skill.correct,Asta e corect!
ro-ro,Number-Guess-Mycroft-Skill.correct,Ai inteles!
ro-ro,Number-Guess-Mycroft-Skill.correct,Corect!
ro-ro,Number-Guess-Mycroft-Skill.correct,Acesta este numărul!
ro-ro,Number-Guess-Mycroft-Skill.correct,Bună treabă!
ro-ro,Number-Guess-Mycroft-Skill.correct,Ai castigat!
ro-ro,Number-Guess-Mycroft-Skill.get.lower,Care vrei să fie limita inferioară?
ro-ro,Number-Guess-Mycroft-Skill.get.upper,Care vrei să fie limita superioară?
ro-ro,Number-Guess-Mycroft-Skill.guess,Ghici numărul
ro-ro,Number-Guess-Mycroft-Skill.guess,care credeți că este numărul
ro-ro,Number-Guess-Mycroft-Skill.guess,Ghici
ro-ro,Number-Guess-Mycroft-Skill.input.error,Nu am putut să înțeleg ce ai spus
ro-ro,Number-Guess-Mycroft-Skill.input.error,Sa întâmplat ceva în timp ce încercam să înțeleg asta
ro-ro,Number-Guess-Mycroft-Skill.input.error,A apărut o eroare de intrare
ro-ro,Number-Guess-Mycroft-Skill.input.error,Poti sa spui asta din nou?
ro-ro,Number-Guess-Mycroft-Skill.invalid.input,Răspunsul a fost nevalid. Am nevoie de un număr
ro-ro,Number-Guess-Mycroft-Skill.invalid.input,Răspundeți cu un număr
ro-ro,Number-Guess-Mycroft-Skill.invalid.input,Trebuie să răspundeți cu un număr
ro-ro,Number-Guess-Mycroft-Skill.invalid.input,Acesta nu e un număr
ro-ro,Number-Guess-Mycroft-Skill.start.game,OK să jucăm
ro-ro,Number-Guess-Mycroft-Skill.start.game,Sa inceapa jocul
ro-ro,Number-Guess-Mycroft-Skill.start.game,Pornirea jocului
ro-ro,Number-Guess-Mycroft-Skill.start.game,Să începem
ro-ro,Number-Guess-Mycroft-Skill.start.game,Să vedem ce ai
ro-ro,Number-Guess-Mycroft-Skill.start.game,În regulă. Să jucăm ghiceste numărul
ro-ro,Number-Guess-Mycroft-Skill.too.high,Prea sus
ro-ro,Number-Guess-Mycroft-Skill.too.low,Prea jos
ro-ro,auto-volume-skill.activate,Ok
ro-ro,auto-volume-skill.activate,Volum automat pornit
ro-ro,auto-volume-skill.activate,Am pornit volumul automat
ro-ro,auto-volume-skill.deactivate,Ok
ro-ro,auto-volume-skill.deactivate,Oprește volumul automat
ro-ro,auto-volume-skill.deactivate,Acum am oprit volumul automat
ro-ro,auto-volume-skill.reset,Am revenit la setările inițiale pentru volumul automat
ro-ro,cocktail.NotFound,Scuze nu am găsit băutura solicitată
ro-ro,cocktail.NotFound,Mă tem că nu am putut găsi asta
ro-ro,cocktail.YouWillNeed,Veți avea nevoie de {ingredients} și {final_ingredient}
ro-ro,cocktail.YouWillNeed,Veți avea nevoie de {ingredients} și {final_ingredient}
ro-ro,cocktail.YouWillNeed,Ingredienele necesare sunt: {ingredients} și {final_ingredient}
ro-ro,count-skill.count_error,Nu înțeleg.
ro-ro,count-skill.count_error,îmi scapă ceva
ro-ro,count-skill.count_error,Mai spune o dată
ro-ro,count-skill.count_error,Scuze. Nu te-am auzit.
ro-ro,count-skill.count_start,Număr până la {number}. începând de acum!
ro-ro,count-skill.count_stop,Gata!
ro-ro,count-skill.count_stop,Terminat!
ro-ro,count-skill.countdown_start,Numără invers de la {number}. Începând de acum!
ro-ro,count-skill.countdown_stop,Gata!
ro-ro,count-skill.countdown_stop,Terminat!
ro-ro,cut-up-skill.frag_type.set,A fost selectat tipul de fragment {{frag_type}}.
ro-ro,cut-up-skill.maximum.set,Dimensiunea maximă a segmentului este setată la {{max}}.
ro-ro,cut-up-skill.minimum.set,Dimensiunea minimă a segmentului este setată la {{min}}.
ro-ro,cut-up-skill.randomness.set,Nivelul de aleatoriu a fost setat la {{rand}} procente.
ro-ro,dice-skill.multiple.modificator.result,Numerele tale sunt {result} și au suma {total}
ro-ro,dice-skill.multiple.result,Numerele sunt {result}
ro-ro,dice-skill.range.needed,E nevoie să specificați un interval
ro-ro,dice-skill.range.needed,Am nevoie de un interval pentru a face asta
ro-ro,dice-skill.range.needed,Spune-mi din ce interval vrei să facă parte numerele
ro-ro,dice-skill.single.modificator.result,Rezultatul este {total}. 
ro-ro,dice-skill.single.result,Rezultatul este {result}.
ro-ro,dice-skill.single.result,Numărul tău este {result}
ro-ro,email-skill.error.getting.email,A apărut o eroare la preluarea mesajelor Verifica datele și setările serverului
ro-ro,email-skill.error.getting.email,Verificați informațiile de autentificare și informații despre server deoarece a apărut o problemă la primirea corespondenței
ro-ro,email-skill.error.getting.email,Nu mă pot conecta la serverul de e-mail Verificați parola și informațiile despre server
ro-ro,email-skill.list.subjects,numărul {message_num} este de la {sender} Subiectul său este {subject}
ro-ro,email-skill.list.subjects,subiectului mesajului numărul {message_num} este {subject} De la {sender}
